Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2014,Tonk-Sawai Madhopur,12,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775,1043040,135311
2014,Tripura East,2,ST,Tripura,Jitendra Choudhury,Communist Party Of India (MARXIST),1140269,951110,484358
2014,Tripura West,1,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (MARXIST),1248550,1072749,503486
2014,Tumkur,19,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518,1101484,74041
2014,Tura,2,ST,Meghalaya,Purno Agitok Sangma,National People's Party,586501,458071,39716
2014,Udaipur,19,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,1817940,1193202,236762
2014,Udhampur,5,GEN,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244,1041758,60976
2014,Udupi Chikmagalur,15,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1387295,1034108,181643
2014,Ujiarpur,22,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1428445,858920,60469
2014,Ujjain,22,SC,Madhya Pradesh,Prof. Chintamani Malviya,Bharatiya Janta Party,1525481,1016405,309663
2014,Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1448632,1186027,201222
2014,Unnao,33,GEN,Uttar Pradesh,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392,1201603,310173
2014,Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1450599,1001038,140700
2014,Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504,959342,3306
2014,Vadodara,20,GEN,Gujarat,Narendra Modi,Bharatiya Janta Party,1638321,1161577,570128
2014,Vaishali,16,GEN,Bihar,Rama Kishore Singh,Lok Jan Shakti Party,1587202,925937,99267
2014,Valmiki Nagar,1,GEN,Bihar,Satish Chandra Dubey,Bharatiya Janta Party,1456576,900114,117793
2014,Valsad,26,ST,Gujarat,Dr. K.C.Patel,Bharatiya Janta Party,1512061,1122203,208004
2014,Varanasi,77,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1767486,1030685,371784
2014,Vellore,8,GEN,Tamil Nadu,"Senguttuvan, B.",All India Anna Dravida Munnetra Kazhagam,1312251,974770,59393
2014,Vidisha,18,GEN,Madhya Pradesh,Sushma Swaraj,Bharatiya Janta Party,1634370,1073473,410698
2014,Vijayawada,29,GEN,Andhra Pradesh,Kesineni Srinivas,Telugu Desam,1564513,1195075,74862
2014,Viluppuram,13,SC,Tamil Nadu,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007,1067641,193367
2014,Virudhunagar,34,GEN,Tamil Nadu,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495,1010930,145551
2014,Visakhapatnam,21,GEN,Andhra Pradesh,Kambhampati Hari Babu,Bharatiya Janta Party,1723037,1163558,90488
2014,Vizianagaram,20,GEN,Andhra Pradesh,Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127,1120316,106911
2014,Warangal,15,SC,Telangana,Kadiyam Srihari,Telangana Rashtra Samithi,1537781,1174631,392574
2014,Wardha,8,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553,1013445,215783
2014,Wayanad,4,GEN,Kerala,M I Shanavas,Indian National Congress,1249420,915006,20870
2014,West Delhi,6,GEN,Delhi,Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410,1347971,268586
2014,Yavatmal-Washim,14,GEN,Maharashtra,Gawali Bhavana Pundlikrao,Shiv Sena,1743498,1032949,93816
2014,Zahirabad,5,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246,1094806,144631
2009,Adilabad,1,ST,Andhra Pradesh,Rathod Ramesh,Telugu Desam,1131211,863248,115087
2009,Agra,18,SC,Uttar Pradesh,Dr. Ramshankar,Bharatiya Janta Party,1539683,648793,9715
2009,Ahmadnagar,37,GEN,Maharashtra,Gandhi Dilipkumar Mansukhlal,Bharatiya Janta Party,1517951,787153,46731
2009,Ahmedabad East,7,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,1411761,597395,86056
2009,Ahmedabad West,8,SC,Gujarat,Dr. Solanki Kiritbhai Premajibhai,Bharatiya Janta Party,1431080,690071,91127
2009,Ajmer,13,GEN,Rajasthan,Sachin Pilot,Indian National Congress,1455339,771272,76135
2009,Akbarpur,44,GEN,Uttar Pradesh,Rajaram Pal,Indian National Congress,1461050,637264,32043
2009,Akola,6,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1480606,740014,64848
2009,Alappuzha,15,GEN,Kerala,K.C Venugopal,Indian National Congress,1147162,911120,57635
2009,Alathur,9,SC,Kerala,P.K Biju,Communist Party Of India (MARXIST),1100843,830044,20960
2009,Aligarh,15,GEN,Uttar Pradesh,Raj Kumari Chauhan,Bahujan Samaj Party,1345351,694110,16557
2009,Alipurduars,2,ST,West Bengal,Manohar Tirkey,Revolutionary Socialist Party,1229301,934622,112822
2009,Allahabad,52,GEN,Uttar Pradesh,Raman Singh,Samajwadi Party,1267492,550220,34920
2009,Almora,3,SC,Uttarakhand,Pradeep Tamta,Indian National Congress,1057379,481891,6950
2009,Alwar,8,GEN,Rajasthan,Jitendra Singh,Indian National Congress,1373384,762306,156619
2009,Amalapuram,24,SC,Andhra Pradesh,G.V.Harsha Kumar,Indian National Congress,1275287,1027127,40005
2009,Ambala,1,SC,Haryana,Selja,Indian National Congress,1264907,866507,14570
2009,Ambedkar Nagar,55,GEN,Uttar Pradesh,Rakesh Pandey,Bahujan Samaj Party,1494838,810886,22736
2009,Amethi,37,GEN,Uttar Pradesh,Rahul Gandhi,Indian National Congress,1431787,646653,370198
2009,Amravati,7,SC,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,1423855,732573,61716
2009,Amreli,14,GEN,Gujarat,Kachhadia Naranbhai,Bharatiya Janta Party,1312733,524642,37317
2009,Amritsar,2,GEN,Punjab,Navjot Singh Sidhu,Bharatiya Janta Party,1241099,814503,6858
2009,Amroha,9,GEN,Uttar Pradesh,Devendra Nagpal,Rashtriya Lok Dal,1173915,706599,92083
2009,Anakapalli,22,GEN,Andhra Pradesh,Sabbam Hari,Indian National Congress,1331695,1051708,52912
2009,Anand,16,GEN,Gujarat,Solanki Bharatbhai Madhavsinh,Indian National Congress,1397162,676072,67318
2009,Anandpur Sahib,6,GEN,Punjab,Ravneet Singh,Indian National Congress,1338596,904606,67204
2009,Anantapur,36,GEN,Andhra Pradesh,Anantha Venkata Rami Reddy,Indian National Congress,1411460,1002775,77921
2009,Anantnag,3,GEN,Jammu & Kashmir,Mirza Mehboob Beg,Jammu & Kashmir National Conference,1176223,318726,5224
2009,Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Shri. Bishnu Pada Ray,Bharatiya Janta Party,265108,170107,2990
2009,Aonla,24,GEN,Uttar Pradesh,Menka Gandhi,Bharatiya Janta Party,1310878,704611,7681
2009,Arakkonam,7,GEN,Tamil Nadu,Jagathrakshakan,Dravida Munetra Kazhagam,1098607,854683,109796
2009,Arambagh,29,SC,West Bengal,Malik Sakti Mohan,Communist Party Of India (MARXIST),1375377,1163581,201558
2009,Arani,12,GEN,Tamil Nadu,Krishnasswamy M,Indian National Congress,1097865,843076,106830
2009,Araria,9,GEN,Bihar,Pradeep Kumar Singh,Bharatiya Janta Party,1311225,730459,22502
2009,Arrah,32,GEN,Bihar,Meena Singh,Janata Dal (United),1555122,556364,74720
2009,Aruku,18,ST,Andhra Pradesh,Kishore Chandra Suryanarayana Deo Vyricherla,Indian National Congress,1182514,796043,192444
2009,Arunachal East,2,GEN,Arunachal Pradesh,Ninong Ering,Indian National Congress,301173,214930,68449
2009,Arunachal West,1,GEN,Arunachal Pradesh,Takam Sanjoy,Indian National Congress,433368,285666,1314
2009,Asansol,40,GEN,West Bengal,Bansa Gopal Chowdhury,Communist Party Of India (MARXIST),1250052,893860,72956
2009,Aska,19,GEN,Orissa,Nityananda Pradhan,Biju Janata Dal,1286194,701795,232834
2009,Attingal,19,GEN,Kerala,Adv. A Sampath,Communist Party Of India (MARXIST),1091432,725168,18341
2009,Aurangabad,19,GEN,Maharashtra,Chandrakant Khaire,Shiv Sena,1417964,598332,33014
2009,Aurangabad,37,GEN,Bihar,Sushil Kumar Singh,Janata Dal (United),1376323,598332,72058
2009,Autonomous District,3,ST,Assam,Biren Singh Engti,Indian National Congress,693407,480748,74548
2009,Azamgarh,69,GEN,Uttar Pradesh,Ramakant Yadav,Bharatiya Janta Party,1578854,705508,49039
2009,Badaun,23,GEN,Uttar Pradesh,Dharmendra Yadav,Samajwadi Party,1405695,737438,32542
2009,Bagalkot,3,GEN,Karnataka,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janta Party,1363359,859976,35446
2009,Baghpat,11,GEN,Uttar Pradesh,Ajit Singh,Rashtriya Lok Dal,1280602,613758,63027
2009,Baharampur,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1179938,953789,186977
2009,Bahraich,56,SC,Uttar Pradesh,Kamal Kishor,Indian National Congress,1246823,512702,38953
2009,Balaghat,15,GEN,Madhya Pradesh,K. D. Deshmukh,Bharatiya Janta Party,1339239,756832,40819
2009,Balasore,6,GEN,Orissa,Srikant Kumar Jena,Indian National Congress,1269342,892345,38900
2009,Ballia,72,GEN,Uttar Pradesh,Neeraj Shekhar,Samajwadi Party,1679029,677426,72555
2009,Balurghat,6,GEN,West Bengal,Prasanta Kumar Majumdar,Revolutionary Socialist Party,1010224,876355,5105
2009,Banaskantha,2,GEN,Gujarat,Gadhvi Mukeshkumar Bheiravdanji,Indian National Congress,1296871,646305,10301
2009,Banda,48,GEN,Uttar Pradesh,R. K. Singh Patel,Samajwadi Party,1386265,619203,34593
2009,Bangalore Central,25,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,1901346,847135,35218
2009,Bangalore North,24,GEN,Karnataka,D. B. Chandre Gowda,Bharatiya Janta Party,2144091,1001678,59665
2009,Bangalore Rural,23,GEN,Karnataka,H D Kumaraswamy,Janata Dal (Secular),1904135,1103049,130275
2009,Bangalore South,26,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,2031030,908751,37612
2009,Bangaon,14,SC,West Bengal,Gobinda Chandra Naskar,All India Trinamool Congress,1246979,1078719,92826
2009,Banka,27,GEN,Bihar,Digvijay Singh,Independent,1338025,652097,28716
2009,Bankura,36,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),1268563,985847,107802
2009,Bansgaon,67,SC,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janta Party,1663648,649218,52787
2009,Banswara,20,ST,Rajasthan,Tarachand Bhagora,Indian National Congress,1457980,769532,199418
2009,Bapatla,32,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1321607,1046640,69338
2009,Barabanki,53,SC,Uttar Pradesh,P.L.Punia,Indian National Congress,1422218,743415,167913
2009,Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,1593460,734048,336831
2009,Baramulla,1,GEN,Jammu & Kashmir,Sharief Ud Din Shariq,Jammu & Kashmir National Conference,1054496,441234,64814
2009,Barasat,17,GEN,West Bengal,Kakali Ghosh Dastidar,All India Trinamool Congress,1226654,1026860,122901
2009,Bardhaman Purba,38,SC,West Bengal,Anup Kumar Saha,Communist Party Of India (MARXIST),1289311,1124896,59419
2009,Bardoli,23,ST,Gujarat,Chaudhari Tusharbhai Amrasinhbhai,Indian National Congress,1440215,832705,58985
2009,Bareilly,25,GEN,Uttar Pradesh,Praveen Singh Aron,Indian National Congress,1401423,705939,9338
2009,Bargarh,1,GEN,Orissa,Sanjay Bhoi,Indian National Congress,1320274,919459,98444
2009,Barmer,17,GEN,Rajasthan,Harish Choudhary,Indian National Congress,1441456,786516,119106
2009,Barpeta,6,GEN,Assam,Ismail Hussain,Indian National Congress,1239607,902287,30429
2009,Barrackpore,15,GEN,West Bengal,Dinesh Trivedi,All India Trinamool Congress,1081237,870792,56024
2009,Basirhat,18,GEN,West Bengal,Sk. Nurul Islam,All India Trinamool Congress,1198579,1038520,60383
2009,Bastar,10,ST,Chhattisgarh,Baliram Kashyap,Bharatiya Janta Party,1193116,564742,100262
2009,Basti,61,GEN,Uttar Pradesh,Arvind Kumar Chaudhary,Bahujan Samaj Party,1570657,773985,105210
2009,Bathinda,11,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1336790,1048144,120948
2009,Beed,39,GEN,Maharashtra,Munde Gopinathrao Pandurang,Bharatiya Janta Party,1637239,1074052,140952
2009,Begusarai,24,GEN,Bihar,Dr. Monazir Hassan,Janata Dal (United),1473263,718408,40837
2009,Belgaum,2,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,1378238,754295,118687
2009,Bellary,9,ST,Karnataka,J. Shantha,Bharatiya Janta Party,1401258,860948,2243
2009,Berhampur,20,GEN,Orissa,Sidhant Mohapatra,Biju Janata Dal,1207552,711181,57287
2009,Betul,29,ST,Madhya Pradesh,Jyoti Dhurve,Bharatiya Janta Party,1286761,636564,97317
2009,Bhadohi,78,GEN,Uttar Pradesh,Gorakhnath,Bahujan Samaj Party,1519449,658731,12963
2009,Bhadrak,7,SC,Orissa,Arjun Charan Sethi,Biju Janata Dal,1372356,929526,54938
2009,Bhagalpur,26,GEN,Bihar,Syed Shahnawaz Hussain,Bharatiya Janta Party,1433346,629032,55811
2009,Bhandara - Gondiya,11,GEN,Maharashtra,Patel Praful Manoharbhai,Nationalist Congress Party,1450477,1030995,251915
2009,Bharatpur,9,SC,Rajasthan,Ratan Singh,Indian National Congress,1437111,560919,81454
2009,Bharuch,22,GEN,Gujarat,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janta Party,1311539,749381,27232
2009,Bhavnagar,15,GEN,Gujarat,Rajendrasinh Ghanshyamsinh Rana (Rajubhai Rana),Bharatiya Janta Party,1381619,623341,5893
2009,Bhilwara,23,GEN,Rajasthan,C P Joshi,Indian National Congress,1492687,754956,135368
2009,Bhind,2,SC,Madhya Pradesh,Ashok Argal Chhaviram,Bharatiya Janta Party,1364411,523783,18886
2009,Bhiwandi,23,GEN,Maharashtra,Taware Suresh Kashinath,Indian National Congress,1483176,584180,41364
2009,Bhiwani-Mahendragarh,8,GEN,Haryana,Shruti Choudhry,Indian National Congress,1212513,864504,55577
2009,Bhongir,14,GEN,Andhra Pradesh,Komatireddy Raj Gopal Reddy,Indian National Congress,1478391,1129371,139888
2009,Bhopal,19,GEN,Madhya Pradesh,Kailash Joshi,Bharatiya Janta Party,1461714,659263,65157
2009,Bhubaneswar,18,GEN,Orissa,Prasanna Kumar Patasani,Biju Janata Dal,1447002,710998,252760
2009,Bidar,7,GEN,Karnataka,N.Dharam Singh,Indian National Congress,1470507,779256,39619
2009,Bijapur,4,SC,Karnataka,Jigajinagi Ramesh Chandappa,Bharatiya Janta Party,1373604,649623,42404
2009,Bijnor,4,GEN,Uttar Pradesh,Sanjay Singh Chauhan,Rashtriya Lok Dal,1287070,707792,28430
2009,Bikaner,2,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,1381203,569941,19575
2009,Bilaspur,5,GEN,Chhattisgarh,Dilip Singh Judev,Bharatiya Janta Party,1472793,770089,20139
2009,Birbhum,42,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,1221893,1017879,61519
2009,Bishnupur,37,SC,West Bengal,Susmita Bauri,Communist Party Of India (MARXIST),1237948,1054282,129366
2009,Bolangir,10,GEN,Orissa,Kalikesh Narayan Singh Deo,Biju Janata Dal,1443484,1011776,90835
2009,Bolpur,41,SC,West Bengal,Doctor Ram Chandra Dome,Communist Party Of India (MARXIST),1307730,1079122,126882
2009,Bulandshahr,14,SC,Uttar Pradesh,Kamlesh,Samajwadi Party,1482749,668557,66065
2009,Buldhana,5,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,1382736,853885,28078
2009,Burdwan - Durgapur,39,GEN,West Bengal,Sk. Saidul Haque,Communist Party Of India (MARXIST),1353380,1136226,108237
2009,Buxar,33,GEN,Bihar,Jagada Nand Singh,Rashtriya Janata Dal,1340892,623629,2238
2009,Chalakudy,11,GEN,Kerala,K.P. Dhanapalan,Indian National Congress,1075390,794306,71679
2009,Chamarajanagar,22,SC,Karnataka,R.Dhruvanarayana,Indian National Congress,1433825,973651,4002
2009,Chandauli,76,GEN,Uttar Pradesh,Ramkishun,Samajwadi Party,1446259,670998,459
2009,Chandigarh,1,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,524444,343579,58967
2009,Chandni Chowk,1,GEN,Delhi,Kapil Sibal,Indian National Congress,1413535,780507,200710
2009,Chandrapur,13,GEN,Maharashtra,Ahir Hansaraj Gangaram,Bharatiya Janta Party,1536352,898509,32495
2009,Chatra,4,GEN,Jharkhand,Inder Singh Namdhari,Independent,1037665,473936,16178
2009,Chelvella,10,GEN,Andhra Pradesh,Jaipal Reddy Sudini,Indian National Congress,1681664,1084394,18532
2009,Chennai Central,4,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,1000705,610372,33454
2009,Chennai North,2,GEN,Tamil Nadu,Elangovan T.K.S,Dravida Munetra Kazhagam,1016663,659927,19153
2009,Chennai South,3,GEN,Tamil Nadu,Rajendran C,All India Anna Dravida Munnetra Kazhagam,1162062,728118,32935
2009,Chhindwara,16,GEN,Madhya Pradesh,Kamal Nath,Indian National Congress,1154249,829304,121220
2009,Chhota Udaipur,21,ST,Gujarat,Rathwa Ramsingbhai Patalbhai,Bharatiya Janta Party,1412306,765220,26998
2009,Chidambaram,27,SC,Tamil Nadu,"Thirumaavalavan, Thol",Viduthalai Chiruthaigal Katchi,1126828,869428,99083
2009,Chikkballapur,27,GEN,Karnataka,M.Veerappa Moily,Indian National Congress,1437155,978715,51381
2009,Chikkodi,1,GEN,Karnataka,Katti Ramesh Vishwanath,Bharatiya Janta Party,1284427,868001,55287
2009,Chitradurga,18,SC,Karnataka,Janardhana Swamy,Bharatiya Janta Party,1534169,836390,135571
2009,Chittoor,42,SC,Andhra Pradesh,Naramalli Sivaprasad,Telugu Desam,1291921,1045061,10659
2009,Chittorgarh,21,GEN,Rajasthan,(Dr.)Girija Vyas,Indian National Congress,1601444,795308,72778
2009,Churu,3,GEN,Rajasthan,Ram Singh Kaswan,Bharatiya Janta Party,1532266,802665,12440
2009,Coimbatore,20,GEN,Tamil Nadu,Natarajan.P.R.,Communist Party Of India (MARXIST),1163781,825118,38664
2009,Cooch Behar,1,SC,West Bengal,Nripendra Nath Roy,All India Forward Bloc,1329086,1122253,33749
2009,Cuddalore,26,GEN,Tamil Nadu,Alagiri S,Indian National Congress,986030,750000,23532
2009,Cuttack,14,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1283576,813330,236292
2009,Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,150704,110363,618
2009,Dahod,19,ST,Gujarat,Dr. Prabha Kishor Taviad,Indian National Congress,1194821,534414,58536
2009,Dakshina Kannada,17,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1364641,1016135,40420
2009,Daman & Diu,1,GEN,Daman & Diu,Lalubhai Patel,Bharatiya Janta Party,95382,68023,24838
2009,Damoh,7,GEN,Madhya Pradesh,Shivraj Bhaiya,Bharatiya Janta Party,1357985,599295,70877
2009,Darbhanga,14,GEN,Bihar,Kirti Azad,Bharatiya Janta Party,1307067,545726,46453
2009,Darjeeling,4,GEN,West Bengal,Jaswant Singh,Bharatiya Janta Party,1215464,967400,253289
2009,Dausa,11,ST,Rajasthan,Kirodi Lal,Independent,1315810,841583,137759
2009,Davanagere,13,GEN,Karnataka,G.M. Siddeswara,Bharatiya Janta Party,1344920,907281,2024
2009,Deoria,66,GEN,Uttar Pradesh,Gorakh Prasad Jaiswal,Bahujan Samaj Party,1580745,715579,41779
2009,Dewas,21,SC,Madhya Pradesh,Sajjan Singh Verma,Indian National Congress,1297313,787381,15457
2009,Dhanbad,7,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,1806475,813521,58047
2009,Dhar,25,ST,Madhya Pradesh,Gajendra Singh Rajukhedi,Indian National Congress,1197172,654832,2661
2009,Dharmapuri,10,GEN,Tamil Nadu,Thamaraiselvan. R,Dravida Munetra Kazhagam,1069601,778634,135942
2009,Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1411500,798496,137663
2009,Dhaurahra,29,GEN,Uttar Pradesh,Kunwar Jitin Prasad,Indian National Congress,1269584,759548,184509
2009,Dhenkanal,9,GEN,Orissa,Tathagata Satpathy,Biju Janata Dal,1283608,856631,186587
2009,Dhubri,4,GEN,Assam,Badruddin Ajmal,Assam United Democratic Front,1371949,1046985,184419
2009,Dhule,2,GEN,Maharashtra,Sonawane Pratap Narayanrao,Bharatiya Janta Party,1575227,670487,19419
2009,Diamond Harbour,21,GEN,West Bengal,Somendra Nath Mitra,All India Trinamool Congress,1302398,1054561,151689
2009,Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,1114965,750734,35143
2009,Dindigul,22,GEN,Tamil Nadu,Chitthan N S V,Indian National Congress,1085696,821253,54347
2009,Dindori,20,ST,Maharashtra,Chavan Harishchandra Deoram,Bharatiya Janta Party,1432938,681629,37347
2009,Domariyaganj,60,GEN,Uttar Pradesh,Jagdambika Pal,Indian National Congress,1499679,736139,76566
2009,Dum Dum,16,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,1212220,976769,20478
2009,Dumka,2,ST,Jharkhand,Shibu Soren,Jharkhand Mukti Morcha,1128361,622736,18812
2009,Durg,7,GEN,Chhattisgarh,Saroj Pandey,Bharatiya Janta Party,1620400,905900,9954
2009,East Delhi,3,GEN,Delhi,Sandeep Dikshit,Indian National Congress,1604795,857422,241053
2009,Eluru,27,GEN,Andhra Pradesh,Kavuri Sambasiva Rao,Indian National Congress,1275575,1084439,42783
2009,Ernakulam,12,GEN,Kerala,Prof. K V Thomas,Indian National Congress,1023053,745856,11790
2009,Erode,17,GEN,Tamil Nadu,Ganeshamurthi.A.,Marumalarchi Dravida Munnetra Kazhagam,1010079,768476,49336
2009,Etah,22,GEN,Uttar Pradesh,Kalyan Singh R O Madholi,Independent,1278295,568046,128268
2009,Etawah,41,SC,Uttar Pradesh,Premdas,Samajwadi Party,1416867,638202,46746
2009,Faizabad,54,GEN,Uttar Pradesh,Nirmal Khatri,Indian National Congress,1500160,749262,54228
2009,Faridabad,10,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1103046,624896,68201
2009,Faridkot,9,SC,Punjab,Paramjit Kaur Gulshan,Shiromani Akali Dal,1288090,930521,62042
2009,Farrukhabad,40,GEN,Uttar Pradesh,Salman Khursheed,Indian National Congress,1306214,611143,27199
2009,Fatehgarh Sahib,8,SC,Punjab,Sukhdev Singh,Indian National Congress,1207556,838150,34299
2009,Fatehpur,49,GEN,Uttar Pradesh,Rakesh Sachan,Samajwadi Party,1536621,694396,52228
2009,Fatehpur Sikri,19,GEN,Uttar Pradesh,Seema Upadhyay,Bahujan Samaj Party,1345742,695511,9936
2009,Ferozpur,10,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1342488,956952,21071
2009,Firozabad,20,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1422243,684881,67301
2009,Gadchiroli-Chimur,12,ST,Maharashtra,Kowase Marotrao Sainuji,Indian National Congress,1285387,837822,28580
2009,Gandhinagar,6,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,1555709,791098,121747
2009,Ganganagar,1,SC,Rajasthan,Bharat Ram Meghwal,Indian National Congress,1491983,910531,140668
2009,Garhwal,2,GEN,Uttarakhand,Satpal Maharaj,Indian National Congress,1092282,539608,17397
2009,Gauhati,7,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,1723860,1109000,11855
2009,Gautam Buddh Nagar,13,GEN,Uttar Pradesh,Surendra Singh Nagar,Bahujan Samaj Party,1522397,738929,15904
2009,Gaya,38,SC,Bihar,Hari Manjhi,Bharatiya Janta Party,1329192,563429,62453
2009,Ghatal,32,GEN,West Bengal,Gurudas Das Gupta,Communist Party Of India,1354861,1170375,147184
2009,Ghaziabad,12,GEN,Uttar Pradesh,Rajnath Singh,Bharatiya Janta Party,1831688,830144,90681
2009,Ghazipur,75,GEN,Uttar Pradesh,Radhey Mohan Singh,Samajwadi Party,1527723,770622,69309
2009,Ghosi,70,GEN,Uttar Pradesh,Dara Singh Chauhan,Bahujan Samaj Party,1693231,765689,60945
2009,Giridih,6,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1346527,619311,94738
2009,Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1412253,797695,6407
2009,Gonda,59,GEN,Uttar Pradesh,Beni Prasad Verma,Indian National Congress,1341455,605257,23675
2009,Gopalganj,17,SC,Bihar,Purnmasi Ram,Janata Dal (United),1349072,504611,42472
2009,Gorakhpur,64,GEN,Uttar Pradesh,Adityanath,Bharatiya Janta Party,1696474,748613,220271
2009,Gulbarga,5,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1543771,759481,13404
2009,Guna,4,GEN,Madhya Pradesh,Jyotiraditya Scindia,Indian National Congress,1202772,650328,249737
2009,Guntur,30,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1365177,1049921,39355
2009,Gurdaspur,1,GEN,Punjab,Partap Singh Bajwa,Indian National Congress,1318967,933323,8342
2009,Gurgaon,9,GEN,Haryana,Inderjit Singh,Indian National Congress,1244437,756205,84864
2009,Gwalior,3,GEN,Madhya Pradesh,Yashodhara Raje Scindia,Bharatiya Janta Party,1420728,584165,26591
2009,Hajipur,21,SC,Bihar,Ram Sundar Das,Janata Dal (United),1327075,555110,37954
2009,Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1187377,699687,72732
2009,Hamirpur,47,GEN,Uttar Pradesh,Vijay Bahadur Singh,Bahujan Samaj Party,1498840,699687,25502
2009,Hardoi,31,SC,Uttar Pradesh,Usha Verma,Samajwadi Party,1416949,575093,92935
2009,Hardwar,5,GEN,Uttarakhand,Harish Rawat,Indian National Congress,1294280,788217,127412
2009,Hassan,16,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),1417213,980318,291113
2009,Hathras,16,SC,Uttar Pradesh,Sarika Singh,Rashtriya Lok Dal,1437725,648539,36852
2009,Hatkanangle,48,GEN,Maharashtra,Shetti Raju Alias Devappa Anna,Swabhimani Paksha,1458560,978507,95060
2009,Haveri,10,GEN,Karnataka,Udasi Shivkumar Chanabasappa,Bharatiya Janta Party,1371763,872262,87920
2009,Hazaribagh,14,GEN,Jharkhand,Yashwant Sinha,Bharatiya Janta Party,1301651,690936,40164
2009,Hindupur,37,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,1377610,1028974,22835
2009,Hingoli,15,GEN,Maharashtra,Subhash Bapurao Wankhede,Shiv Sena,1369774,817580,73634
2009,Hisar,4,GEN,Haryana,Bhajan Lal S/o Kheraj,Haryana Janhit Congress (BL),1194689,828704,6983
2009,Hooghly,28,GEN,West Bengal,Dr. Ratna De (Nag),All India Trinamool Congress,1405684,1163978,81523
2009,Hoshangabad,17,GEN,Madhya Pradesh,Uday Pratap Singh,Indian National Congress,1297404,712284,19245
2009,Hoshiarpur,5,SC,Punjab,Santosh Chowdhary,Indian National Congress,1299234,843123,366
