Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2014,Mayiladuthurai,28,GEN,Tamil Nadu,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318,1025538,277050
2014,Mayurbhanj,5,ST,Orissa,Rama Chandra Hansdah,Biju Janata Dal,1327555,1053399,122866
2014,Medak,6,GEN,Telangana,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715,1191096,397029
2014,Medinipur,34,GEN,West Bengal,Sandhya Roy,All India Trinamool Congress,1499673,1260032,184666
2014,Meerut,10,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1764388,1113384,232326
2014,Mirzapur,79,GEN,Uttar Pradesh,Anupriya Singh Patel,Apna Dal,1720661,1007627,219079
2014,Misrikh,32,SC,Uttar Pradesh,Anju Bala,Bharatiya Janta Party,1725585,998314,87363
2014,Mizoram,1,ST,Mizoram,C. L. Ruala,Indian National Congress,702170,433201,6154
2014,Mohanlalganj,34,SC,Uttar Pradesh,Kaushal Kishore,Bharatiya Janta Party,1838194,1116588,145416
2014,Moradabad,6,GEN,Uttar Pradesh,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046,1127965,87504
2014,Morena,1,GEN,Madhya Pradesh,Anoop Mishra,Bharatiya Janta Party,1702492,854279,132981
2014,Mumbai North,26,GEN,Maharashtra,Gopal Chinayya Shetty,Bharatiya Janta Party,1783870,946562,446582
2014,Mumbai North Central,29,GEN,Maharashtra,Poonam Mahajan Alias Poonam Vajendla Rao,Bharatiya Janta Party,1738894,845292,186771
2014,Mumbai North East,28,GEN,Maharashtra,Kirit Somaiya,Bharatiya Janta Party,1668357,861761,317122
2014,Mumbai North West,27,GEN,Maharashtra,Gajanan Chandrakant Kirtikar,Shiv Sena,1775428,895517,183028
2014,Mumbai South,31,GEN,Maharashtra,Arvind Sawant,Shiv Sena,1485846,780715,128148
2014,Mumbai South Central,30,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,1447885,769060,138342
2014,Munger,28,GEN,Bihar,Veena Devi,Lok Jan Shakti Party,1696546,914350,109084
2014,Murshidabad,11,GEN,West Bengal,Badaruddoza Khan,Communist Party Of India (MARXIST),1512098,1287763,18453
2014,Muzaffarnagar,3,GEN,Uttar Pradesh,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483,1107434,401150
2014,Muzaffarpur,15,GEN,Bihar,Ajay Nishad,Bharatiya Janta Party,1551363,948887,222422
2014,Mysore,21,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1723134,1159594,31608
2014,Nabarangpur,12,ST,Orissa,Balabhadra Majhi,Biju Janata Dal,1297210,1022172,2042
2014,Nagaland,1,ST,Nagaland,Neiphiu Rio,Naga Peoples Front,1182948,1038910,400225
2014,Nagapattinam,29,SC,Tamil Nadu,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626,942202,106079
2014,Nagarkurnool,12,SC,Telangana,Yellaiah Nandi,Indian National Congress,1477338,1108968,16676
2014,Nagaur,14,GEN,Rajasthan,C R Choudhary,Bharatiya Janta Party,1678662,1004019,75218
2014,Nagina,5,SC,Uttar Pradesh,Yashwant Singh,Bharatiya Janta Party,1493411,942196,92390
2014,Nagpur,10,GEN,Maharashtra,Gadkari Nitin Jairam,Bharatiya Janta Party,1900787,1085058,284828
2014,Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810,1101435,284717
2014,Nalanda,29,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1951967,921761,9627
2014,Nalgonda,13,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580,1189399,193156
2014,Namakkal,16,GEN,Tamil Nadu,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552,1058755,294374
2014,Nanded,16,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057,1013350,81455
2014,Nandurbar,1,ST,Maharashtra,Dr.Gavit Heena Vaijaykumar,Bharatiya Janta Party,1672715,1116676,106905
2014,Nandyal,34,GEN,Andhra Pradesh,S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128,1204956,105766
2014,Narasaraopet,31,GEN,Andhra Pradesh,Sambasiva Rao Rayapati,Telugu Desam,1514861,1282058,35280
2014,Narsapuram,26,GEN,Andhra Pradesh,Gokaraju Ganga Raju,Bharatiya Janta Party,1325143,1088951,85351
2014,Nashik,21,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1593237,937405,187336
2014,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1764622,1160747,558116
2014,Nawada,39,GEN,Bihar,Giriraj Singh,Bharatiya Janta Party,1675789,884441,140157
2014,Nellore,39,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140,1187648,13478
2014,New Delhi,4,GEN,Delhi,Meenakashi Lekhi,Bharatiya Janta Party,1490147,969812,162708
2014,Nilgiris,19,SC,Tamil Nadu,"Gopalakrishnan, C.",All India Anna Dravida Munnetra Kazhagam,1269163,933076,104940
2014,Nizamabad,4,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193,1033924,167184
2014,North East Delhi,2,GEN,Delhi,Manoj Tiwari,Bharatiya Janta Party,1957707,1317338,144084
2014,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,515441,406631,105599
2014,North West Delhi,5,SC,Delhi,Udit Raj,Bharatiya Janta Party,2194425,1356036,106802
2014,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1523881,1230074,143559
2014,Ongole,33,GEN,Andhra Pradesh,Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483,1208225,15658
2014,Osmanabad,40,GEN,Maharashtra,Gaikwad Ravindra Vishwanath,Shiv Sena,1726793,1118151,234325
2014,Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,918966,771766,15637
2014,Palakkad,8,GEN,Kerala,M B Rajesh,Communist Party Of India (MARXIST),1208758,910322,105300
2014,Palamau,13,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1645957,977323,263942
2014,Palghar,22,ST,Maharashtra,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077,992618,239520
2014,Pali,15,GEN,Rajasthan,P P Choudhary,Bharatiya Janta Party,1893030,1095587,399039
2014,Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667,933461,170596
2014,Parbhani,17,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1803792,1162233,127155
2014,Paschim Champaran,2,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1413073,854800,110254
2014,Pataliputra,31,GEN,Bihar,Ram Kripal Yadav,Bharatiya Janta Party,1736074,978649,40322
2014,Patan,3,GEN,Gujarat,Liladharbhai Khodaji Vaghela,Bharatiya Janta Party,1628641,955799,138719
2014,Pathanamthitta,17,GEN,Kerala,Anto Antony,Indian National Congress,1323906,869452,56191
2014,Patiala,13,GEN,Punjab,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273,1120933,20942
2014,Patna Sahib,30,GEN,Bihar,Shatrughana Sinha,Bharatiya Janta Party,1946249,882262,265805
2014,Peddapalli,2,SC,Telangana,Balka Suman,Telangana Rashtra Samithi,1425361,1022184,291158
2014,Perambalur,25,GEN,Tamil Nadu,"Marutharajaa, R.P.",All India Anna Dravida Munnetra Kazhagam,1285434,1030826,213048
2014,Phulpur,51,GEN,Uttar Pradesh,Keshav Prasad Maurya,Bharatiya Janta Party,1913274,960341,308308
2014,Pilibhit,26,GEN,Uttar Pradesh,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151,1050547,307052
2014,Pollachi,21,GEN,Tamil Nadu,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505,1012667,140974
2014,Pondicherry,1,GEN,Pondicherry,R. Radhakrishnan,All India N.R. Congress,901357,740017,60854
2014,Ponnani,7,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1180789,871592,25410
2014,Porbandar,11,GEN,Gujarat,Radadiya Vithalbhai Hansrajbhai,Bharatiya Janta Party,1539223,809433,267971
2014,Pratapgarh,39,GEN,Uttar Pradesh,Kuwar Harivansh Singh,Apna Dal,1716625,894456,168222
2014,Pune,34,GEN,Maharashtra,Anil Shirole,Bharatiya Janta Party,1835836,993274,315769
2014,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1404581,1039389,263361
2014,Purnia,12,GEN,Bihar,Santosh Kumar,Janata Dal (United),1582967,1017732,116669
2014,Purulia,35,GEN,West Bengal,Dr. Mriganka Mahato,All India Trinamool Congress,1471933,1204675,153877
2014,Purvi Champaran,3,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1452963,822671,192163
2014,Rae Bareli,36,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1594954,825136,352713
2014,Raichur,6,ST,Karnataka,B.V.Nayak,Indian National Congress,1661606,968889,1499
2014,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,1532781,987766,2110
2014,Raiganj,5,GEN,West Bengal,Md. Salim,Communist Party Of India (MARXIST),1387526,1108193,1634
2014,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1605824,1246186,216750
2014,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1904230,1250845,171646
2014,Rajahmundry,25,GEN,Andhra Pradesh,Murali Mohan Maganti,Telugu Desam,1421288,1154381,167434
2014,Rajampet,41,GEN,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1487498,1158317,174762
2014,Rajgarh,20,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1578748,1010724,228737
2014,Rajkot,10,GEN,Gujarat,Kundariya Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1655717,1057069,246428
2014,Rajmahal,1,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1353172,951563,41337
2014,Rajnandgaon,6,GEN,Chhattisgarh,Abhishek Singh,Bharatiya Janta Party,1588095,1178296,235911
2014,Rajsamand,22,GEN,Rajasthan,Hariom Singh Rathore,Bharatiya Janta Party,1699401,982119,395705
2014,Ramanathapuram,35,GEN,Tamil Nadu,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891,1001048,119324
2014,Rampur,7,GEN,Uttar Pradesh,Dr. Nepal Singh,Bharatiya Janta Party,1616984,956389,23435
2014,Ramtek,9,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1677245,1050316,175791
2014,Ranaghat,13,SC,West Bengal,Tapas Mandal,All India Trinamool Congress,1602849,1353196,201767
2014,Ranchi,8,GEN,Jharkhand,Ram Tahal Choudhary,Bharatiya Janta Party,1648464,1049783,199303
2014,Ratlam,24,ST,Madhya Pradesh,Dileepsingh Bhuria,Bharatiya Janta Party,1702648,1082681,108447
2014,Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Vinayak Bhaurao Raut,Shiv Sena,1367361,896256,150051
2014,Raver,4,GEN,Maharashtra,Khadase Raksha Nikhil,Bharatiya Janta Party,1593370,1009213,318068
2014,Rewa,10,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1544719,830002,168726
2014,Robertsganj,80,SC,Uttar Pradesh,Chhotelal,Bharatiya Janta Party,1639561,885873,190486
2014,Rohtak,7,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1567504,1044331,170627
2014,Sabarkantha,5,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1615840,1094002,84455
2014,Sagar,5,GEN,Madhya Pradesh,Laxmi Narayan Yadav,Bharatiya Janta Party,1520184,891929,120737
2014,Saharanpur,1,GEN,Uttar Pradesh,Raghav Lakhanpal,Bharatiya Janta Party,1608833,1194308,65090
2014,Salem,15,GEN,Tamil Nadu,Pannerselvam.V,All India Anna Dravida Munnetra Kazhagam,1498350,1150296,267610
2014,Salempur,71,GEN,Uttar Pradesh,Ravindra Kushawaha,Bharatiya Janta Party,1661737,854749,232342
2014,Samastipur,23,SC,Bihar,Ram Chandra Paswan,Lok Jan Shakti Party,1503005,863199,6872
2014,Sambalpur,3,GEN,Orissa,Nagendra Kumar Pradhan,Biju Janata Dal,1297098,984309,30576
2014,Sambhal,8,GEN,Uttar Pradesh,Satyapal Singh,Bharatiya Janta Party,1693245,1057002,5174
2014,Sangli,44,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1649107,1046659,239292
2014,Sangrur,12,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1424743,1099467,211721
2014,Sant Kabir Nagar,62,GEN,Uttar Pradesh,Sharad Tripathi,Bharatiya Janta Party,1904327,1011649,97978
2014,Saran,20,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1538744,863254,40948
2014,Sarguja,1,ST,Chhattisgarh,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072,1187321,147236
2014,Sasaram,34,SC,Bihar,Chhedi Paswan,Bharatiya Janta Party,1607747,846788,63327
2014,Satara,45,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,Nationalist Congress Party,1719998,976681,366594
2014,Satna,9,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1458084,913444,8688
2014,Secundrabad,8,GEN,Telangana,Bandaru Dattatreya,Bharatiya Janta Party,1893647,1003769,254735
2014,Shahdol,12,ST,Madhya Pradesh,Dalpat Singh Paraste,Bharatiya Janta Party,1561321,968518,241301
2014,Shahjahanpur,27,SC,Uttar Pradesh,Krishna Raj,Bharatiya Janta Party,1979294,1129841,235529
2014,Sheohar,4,GEN,Bihar,Rama Devi,Bharatiya Janta Party,1489724,842894,136239
2014,Shillong,1,ST,Meghalaya,Vincent H. Pala,Indian National Congress,980740,619987,40379
2014,Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1153363,737757,84187
2014,Shimoga,14,GEN,Karnataka,B. S. Yeddyurappa,Bharatiya Janta Party,1562241,1129008,363305
2014,Shirdi,38,SC,Maharashtra,Lokhande Sadashiv Kisan,Shiv Sena,1459712,932645,199922
2014,Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatrey,Shiv Sena,1824112,1089506,301814
2014,Shrawasti,58,GEN,Uttar Pradesh,Daddan Mishra,Bharatiya Janta Party,1788080,979638,85913
2014,Sidhi,11,GEN,Madhya Pradesh,Riti Pathak,Bharatiya Janta Party,1736050,989396,108046
2014,Sikar,5,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1770424,1065750,239196
2014,Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,370611,308967,41742
2014,Silchar,2,GEN,Assam,Sushmita Dev,Indian National Congress,1060175,799830,35241
2014,Singhbhum,10,ST,Jharkhand,Laxman Giluwa,Bharatiya Janta Party,1152570,795286,87524
2014,Sirsa,3,SC,Haryana,Charanjeet Singh Rori,Indian National Lok Dal,1660557,1279105,115736
2014,Sitamarhi,5,GEN,Bihar,Ram Kumar Sharma,Rashtriya Lok Samta Party,1574914,900588,147965
2014,Sitapur,30,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1550263,1026972,51027
2014,Sivaganga,31,GEN,Tamil Nadu,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373,1027036,229385
2014,Siwan,18,GEN,Bihar,Om Prakash Yadav,Bharatiya Janta Party,1563860,884021,113847
2014,Solapur,42,SC,Maharashtra,Sharad Bansode,Bharatiya Janta Party,1702755,951201,149674
2014,Sonipat,6,GEN,Haryana,Ramesh Chander,Bharatiya Janta Party,1417188,985637,77414
2014,South Delhi,7,GEN,Delhi,Ramesh Bidhuri,Bharatiya Janta Party,1752741,1102410,107000
2014,South Goa,2,GEN,Goa,Adv. Narendra Keshav Sawaikar,Bharatiya Janta Party,545336,410369,32330
